review,sentiment,acting,storyline,emotional arousal,cinematography,soundtrack,directing,background setting,editing
"In this little film we have some great characters but a very shallow plot. It is actually nice to watch because Singleton does a great job at presenting the esoteric conflicts and the interpersonal relationships. This makes the viewer forget the nonexistent realism that this movie supposedly is for. In fact what we have here is all the possible cliches and stereotypes put on celluloid in a rate higher than that of a soap. Definitely not a deep movie (even if it wants to be), but better than an average college movie.",Positive,Positive,unknown,Positive,unknown,unknown,Positive,unknown,unknown
"For a long time it seemed like all the good Canadian actors had headed south of the border and (I guessed) all the second rank ones filled the top slots and that left the dregs for the sex comedies.<br /><br />This film was a real surprise: despite the outlandish plots that are typical of farces, the actors seemed to be trying to put something into their characters and what we, the viewer, got back was almost true suspension of belief. When the extras from the music video attacked the evicting police, you almost believed it was possible.<br /><br />If you are a fan of some of the better sex farces (Canadian or not) you should definitely seek this one out. And the big surprise, this sex farce is also loaded with some very good nudity.",Positive,Positive,Positive,Positive,unknown,unknown,unknown,unknown,unknown
"Chris Gerolmo took care not to simply give us a `Jack-the-stripper' type of list of murdered people: he delved into the psychological characterization with convincing results. Perhaps mostly due to Stephen Rea's excellent performance playing off against Donald Sutherland with good empathy by both. It was the playing of these two parts  above all  which made the film something more than just a morbid account of the history of the butcher of Rostov. Supporting actors, especially Max von Sydow, carried out their parts really well. Good directing. The photography was good too. Needless to say, the fact that the film was shot in Hungary was bound to produce a couple of aberrations, but, frankly, given the depth of the story-telling and interpretations, we can completely forget these little trivialia.<br /><br />For once, a made for TV film from HBO has come up trumps. Recommended, especially if you like to analyse characteriology and forget some of the morbid scenes  which, I hasten to add, are never exaggerated.",Positive,Positive,Positive,Positive,Positive,unknown,Positive,unknown,unknown
"This was the beginning of it all! Granted, this is not Friends at its best, but this was the show's pilot, let's not forget and not a bad one at that. We're introduced to the gang and Central Perk, where our story begins. Even from this first episode we get a sign of the Ross-Rachel relationship that will come over the next ten years, when Ross says: 'I just want to be married again' and Rachel storms in with a wedding dress on... probably not intentional as at the time the writers were going for a Monica-Joey relationship but fits nicely now when looking back. Something else.. in this episode Rachel is introduced to Chandler as if the two have never met before but in later episodes, the so-called 'flashbacks' this is contradicted as the two have met on three previous occasions. Nevertheless, the point is this a fine start to a great show. This episode may not be the usual Friends as we are accustomed to them, with the cast still a bit inexperienced but over the next few episodes we see why the show came to be what it was! Keep watching, first season is a blast!!",Positive,Positive,Positive,Positive,unknown,unknown,unknown,unknown,unknown
"SPOILERS WITHIN.<br /><br />It appears that von Trotta was a lot more at ease with what the balance of personal story versus history of the events than she was in her earlier film Versprechen, Das (1995).<br /><br />The direction seemed carefully controlled, and visually I felt it was highly appealing - especially where the visual narrative was concerned (the title-sequence blend and the lighting of a new candle in modern times commemorating the deaths of various characters in the past).<br /><br />To clarify two points that many people have been confused by:<br /><br />Firstly, Lena did not sleep with Goebbels. Although this may have seemed implied, it was not the intent. Von Trotta told me so herself! (And she is a very nice lady, by the way!)<br /><br />Secondly, the time-frame of events was in fact historically accurate (the actual dates are shown on the close-up of the memorial) and the prisoners were released as suddenly as in the film. There is evidence showing that Goebbels was annoyed about having done this, and had planned to eventually recapture those he had set free.<br /><br />Overall, what most impressed me most was that it was an original story from a much 'over-movied' era. It seems a shame that it has taken such a long time (for various reasons) for this film to hit our screens.<br /><br />More of the same please, Margarethe!",Positive,unknown,Positive,Positive,Positive,unknown,Positive,unknown,unknown
"Right away, this film was ridiculous. Not that it didn't have redeeming aspects For example, the best thing about this film was the beautiful background scenery. Anyone not living on the East Coast should know the South doesn't have beautiful mountains like those found in the West. I knew it was Utah right off the bat, but perhaps Dalton couldn't suppress his English accent, so they had to excuse it by saying this was a southern town. Subverting his accent into a Southern one was easier. Sure the film has plot twists, but its phony sense of place was something I couldn't get past. It's not like Utah doesn't have meth labs... so why the writers thought it necessary to pretend it was in the South is beyond me. <br /><br />One other thing in action pictures always puzzles me. Why do they always make the ""cocking"" sound effect when the character pulls out an automatic handgun? It seemed every other sound effect in this movie was a ""chuk-chich"" signifying a 9mm was loaded and ready to fire. Of course, the weapons already had rounds chambered so this was unnecessary. <br /><br />Lastly, the pyrotechnics were WAY over the top. But hey, this film was targeted to a certain 'market segment' I suppose... It's too bad. Each of the actors can act, but this film was lame.",Negative,unknown,unknown,Negative,Positive,unknown,unknown,Positive,unknown
"I notice that the previous reviewer (who appears to be still at school) gave this movie a very good review and I can only assume that this is because the reviewer hasn't seen the far superior 1989 BBC adaptation of this classic novel. The major problem I had with this (1999) version was the casting of Anthony Way as Tom Long. Anthony Way was a talented boy treble who shot to fame after appearing in the TV mini-series ""The Choir"". I can only assume that he was cast for the role of Tom Long on the strength of his excellent acting in ""The Choir"". Unfortunately the small boy who appeared in ""The Choir"" had grown into a tall and gangly youth by the time ""Tom's Midnight Garden"" was filmed and as such Anthony fails to convince as schoolboy Tom. It is too far a stretch of the imagination to believe that Tom (as played by Anthony) would befriend the far younger Hatty. In the 1989 BBC version Tom and Hatty are much closer in age and the development of their friendship is so much more believable. For a 1999 movie even the special effects fail to convince and are not any noticeable improvement on the 1989 TV effects. The casting and acting of this version are inferior to the earlier adaptation and all in all the movie was a lack lustre version of a true classic. As a final observation I would point out that the VHS of the 1989 BBC version fetches well over £20.00 second hand whereas a new DVD of this version can be bought for under £5.00, need I say more?",Negative,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"First let me say I am not from the south but I am an American. I don't love Country music but I can stomach it. I would never wear a cowboy hat but I wear hats. I don't live in a trailer but I do eat tuna salad and own a home. What does that have to do with this comment? A lot if you are one of those people who say only ""country"" people love this movie. This movie is loosely based on the ""They loved and lost"" premise. James Bridges directs an American love story as real as it gets. In an era of Jerry Springer and ""Lets put it out there"" mentality, this film rings truer than ever. <br /><br />Bud is ""coming of age"" and embarks on a life of his own with a little help from his aunt and uncle so he moves to the big city with them. Bud finds himself drawn into the local honky tonk world for the only escape a blue collar man can afford. He quickly meets Sissy who is from a similar background and the two have a whirlwind romance filled with painful ups and downs. <br /><br />(*This plot takes so many turns that one has to just sit for a few minutes before they get hooked. Marriage is a focus here that is often missed. Early in the film they marry and we view the transition from being single to married. The film highlights some of the modern struggles a woman has when she marries an old fashioned man. It also brings into view the male ego with women and competition.)<br /><br />Bud is challenged and is excited when Micky's puts in an electronic bull. Sissy gets ideas of having fun on it too but is quickly reminded that she is married and need to start ""acting like it."" The emotion between the two characters is raw and expressive and the plot continues from there especially when they (NOTE THIS IS GIVING SOME OF THE STORYLINE AWAY) split and Sissy falls for an ex con with a penchant for abuse and cruelty. She soon realizes that the grass is not always greener on the other side.<br /><br />How anyone can compare Bud to Vinnie Barbirino is shocking to me. John Travolta gave an exceptional performance that was worthy recognition. He was believable and real. The scene where he shaves his beard and you first see him at the bar..still gives me goosebumps. Mind you I am not a huge Travolta fan, but come on, I see why Sissy was kicking of her boots so early in the film. Deb Winger was so real that you found yourself sympathizing with her as she pens a note of emotions to Bud, after sneaking in to clean his house during their break up. <br /><br />The supporting cast was incredible. Wes played by Scott Glenn gave a first rate performance that made you hate him and curse him as he abused Sissy. Madolyn Smith-Osborne, as Buds Mistress/girlfriend was so authentic that large chested girls across the U.S. prayed to wake up flat chested to wear the clothes she donned in the film. My biggest kudos's go to Barry Corbin and Brooke Anderson as Bud's aunt and uncle. They seemed like someone's aunt and uncle somewhere in Texas and however small their role, they made the film so much bigger and lifelike. Two memorable scenes were the Dolly Parton contest and the unforgettable scene where Bud and his aunt stand outside after one of the characters death. The dialog between them is touching.<br /><br />If you can watch this for what it is, a true American love story. Then I recommend that you take it for what it is...a film before it's time that gave us voyeurism into a world unlike our own but real enough for our enjoyment and entertainment. If this world sounds similar to yours then you will enjoy it so much more. Lastly, the music however dated, is sure to send you back in time if you are over 30 years of age.",Positive,Positive,Positive,Positive,unknown,Positive,Positive,unknown,unknown
"From the acclaim it got I was expecting more from a Korean horror if it's going to be viewed in the same caliber as A Tale of Two Sisters, as some other reviews have stated. This movie isn't in the same caliber except in budget spent on special effects. Think Amytiville horror. With a tree and sparse dialogue.<br /><br />If you're going to have a movie with limited dialogue, the plot line and characters have to carry the film. This film could have been told quite well in a 30 minute short film concept, 2 hours with a lot of staring at trees and terror scenes that make you not only not scared, but detract in a ""What the..."" sort of way does not a good horror movie make.<br /><br />Those people who are stating that this film gave them lasting impressions must literally have heart attacks when decent horror films lay it in.",Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"This film exceeded my expectations. I thought and have heard that it was going to be rubbish, so i wasn't expecting much. However, i was pleasantly surprised. At first i didn't take well to the lead girl and didn't really care if she lived or died. After a while she definitely grew on me and became a likable character. It's not just some slasher film where people die for no reason. There is a background story that only takes a few seconds of the film, but explains a lot. I would recommend this film to everyone. If you're not sure just watch it anyway, it's only an hour and a half of your life. You're going to live for 80 years anyway.",Positive,unknown,Positive,Positive,unknown,unknown,unknown,Positive,Positive
"I own all family guy seasons so far and i have to say Vol. 6 has been the biggest disappoint of them all. There are still plenty of laughs to be found here but i think Vol. 6 like the last few volumes is slowly providing less and less laughs. At least for me.<br /><br />The biggest annoyance i had with Vol. 6 is it seems to be VERY heavy in left wing politics. I'm a big believer in if you can laugh at other people you should be able to laugh at yourself but this Volume REALLY seems to shove their political view points down your throat and i think it takes a lot away from the show. Insinuated all conservative sates are horrible places, Insinuating we need more gun control, Insinuated school are under funded, Insinuated religious people are crazy, Bush is friends with the devil.. I could go on and this is just from the first three episodes.<br /><br />Sure some of it was funny but there becomes a point when you're not making a comedy and you're really just shoving your political views on other people.",Positive,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"The White Warrior is definitely one of,if not Steve Reeves weakest films. Set in 18th or 19th century Russia (??) Steve plays a cossack warrior who tries to over run a mad man Russian czar by running up a mountain side with his rebel band in a goofy looking Russian white tunic..... For the most part the great Reeves physique is hidden in a goofy, knee length tunic, with an even more sillier looking russian hat.<br /><br />The action is rather minimal, with only a good wrestling scene from the mid waist up that shows off the great Reeves physique. This is an apparent attempt by the producers to move Reeves out of the sword and sandal genre into another historic era, with poor results. The dialogue from the script is hard to understand at various points, and only commentary from the narrator allows the viewer to understand what is really happening from scene to scene. I would image Reeves regretted making this film, but in an attempt to try and get out of his toga and sandals and tribune armor it helped launch him to other historic characters such as Morgan the Pirate and the Thief of Baghdad.",Negative,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown
"The world of the 1973 sci-fi drama SOYLENT GREEN is what we could be seeing if we aren't careful. It is a world in which New York City's population has topped the 40 million mark in the year 2022. Overpopulation, air pollution, year-long heat waves, and food shortages are the rule. The only hope comes from a food product called Soylent Green. But what is this particular food stuff really made of? That question is at the heart of this admittedly somewhat dated but still intriguing film, based on Harry Harrison's 1966 novel ""Make Room! Make Room!"" Charlton Heston stars as Thorne, an NYPD detective who comes across the murder of a top corporate executive (Joseph Cotten). As it turns out, Cotten was on the board of directors of the Soylent Corporation, the people responsible for all those food stuffs that the people have to consume in lieu of the real thing. Heston believes that this wasn't just a garden-variety murder, that Cotten was bumped off for a reason. He gets a lot of help from his slightly cantankerous but very astute ""book"" (Edward G. Robinson, in his 101st and final cinematic appearance), and a few timely reminders of what the world used to be like. What Robinson finds out about Soylent Green shocks him beyond all imagination; but before he can tell Heston all of what he knows, he has himself euthanized. And when Heston does indeed find out the secret of Soylent Green...well, that part has become immortalized into cinematic history.<br /><br />Under the very professional guiding hand of director Richard Fleischer (THE BOSTON STRANGLER; FANTASTIC VOYAGE), SOYLENT GREEN is a fairly grim but thought-provoking look at a Dystopian future that humanity might be living if we don't curb our tendency to strip our planet of its natural resources. Indeed, this was a project that Heston himself had had in mind for filming as far back as 1968, after he had struck gold in the sci-fi genre with PLANET OF THE APES--a fact that probably gets lost whenever his ultra-conservative political philosophy comes up in conversation (after all, SOYLENT GREEN is hardly a tract for unrestrained capitalism). Robinson, as always, is the consummate professional in his last role; the sequence where he is euthanized (as he looks at video of the world from a better era, set to the music of Tchaikovsky, Beethoven, and Grieg) is quite simply heartbreaking. The film also benefits from solid supporting help from Chuck Connors (as a very convincing heavy), Brock Peters (as Heston's superior), and Leigh Taylor-Young as the woman who tries to help Heston in his inquiries.<br /><br />It must seem easy these days to dismiss SOYLENT GREEN for being dated. But those who do it ought to think twice; for this film's world may end up becoming ours in actuality if we don't watch what we do with what we have today.",Positive,Positive,Positive,Positive,unknown,Positive,Positive,Negative,unknown
"It's hard to believe people actually LIKE this dreck! I do think kids can enjoy it, but to me it's the kind of kid film parents can't bear to sit through. Predictable plot, boring Belushi, and possibly the worst kid actor of all time. I will give the director some of the responsibility for the kid, but she was truly painful to watch. I feel embarrassed for her now, having people know it was her. When she sang the Star Spangled Banner I had to turn the sound off--then I came here and discovered they did that because she won Star Search. I've always felt Jim Belushi should be ashamed to trade on the name of his wonderful, sadly missed brother, and this crap shows why. Zero stars.",Negative,Negative,Negative,Negative,unknown,unknown,unknown,unknown,unknown
"This is one of those wonderful martial-arts movies that begin with two posses of tough gang members facing off in a park; and when the deal goes wrong and the battle starts, it turns out they all know karate and kung fu! The ever-wooden Cynthia Rothrock plays (as usual) a cynical, deadpan, good cop, this time in Los Angeles. She and her police partners are trying to break up a counterfeiting ring, and when that plot line is exhausted, the story just switches over to something else, and Cynthia becomes the personal bodyguard of a wealthy, great-looking tycoon. Within the film's obviously rock-bottom budget, there's some helicopter action, some speedboat action, some car chases, a brawl where Cynthia beats up everyone in a country-western bar, some swimming-pool scenes with bimbos in thong bikinis, and a surprisingly good horseback chase. About a dozen and a half cops get gunned down. A lot of plot twists happen that just don't make any sense; don't worry about them. (And counterfeiting currency is a federal crime, so where the hell is the FBI? I guess they were too busy.) The fight choreography was done by Cynthia Rothrock's frequent co-star Richard Taylor, whose classy and witty presence in front of the camera would frankly have made this a better movie. He also tended to make Cynthia a better actress when they appeared together, and frankly she could use it; she seems tired and bored, and does her best acting in GUARDIAN ANGEL when she is playing opposite a pet dog to whom she delivers bitter drunken monologues. The dog almost out-acts her! She also wears some of the most god-awful clothing any leading lady has ever worn in any movie: loose, baggy-leg jeans with pale acid-washed areas over each buttock were the most shocking. The other actors are all over the map. You can picture many of the minor characters being cast this way: ""Hey, me and some other guys I know are going to be in a movie. You wanna be in it too? No, dude, I'm serious!"" Then there are the slumming professionals: the most fun is Lydie Denier, the stunning French model and veteran of ""Red Shoe Diaries,"" ""Baywatch,"" ""Melrose Place,"" and of playing many, many other variations on the sexy French bombshell; here she plays a psychopathic killer as if she were in BAISEZ-MOI or an ""Alias"" episode and not some direct-to-cable trash like this. There's also the tall, dark and handsome Daniel McVicar, now a regular on ""The Bold and the Beautiful,"" John O'Leary, who has played a dignified old man in dozens of movies and sitcom episodes and does it again here, and Aharon Ipale, the veteran Arab character actor perhaps best known as ""Pharaoh Seti"" from THE MUMMY and THE MUMMY RETURNS. For these professionals, GUARDIAN ANGEL must be the most laughable entry on their resumes. I gave this movie a better rating than it probably deserves because my daughters, who are enthusiastic martial-arts students, both like to see a woman kicking ass and having the big action scenes for a change. They're still a bit too young to care what a low-quality picture this really was, and just enjoyed cheering Cynthia on as she did her swivel-legged, high-kicking, stick-fighting thing. If you like this kind of flick, you could probably enjoy it on that level.",Negative,Negative,Negative,unknown,unknown,unknown,unknown,unknown,unknown
"I have never observed four hours pass quite so quickly as when I saw this film. This film restores the power and art to Hamlet that it was always meant to have. Even those oh-so famous speeches are done in new and inventive ways. And the cast is incredible, Brannagh the brightest star. It is his charisma, power and command of the role that defines the movie. Making it a full and complete version fills so many holes and allows for new appreciation of the tragedy despite the length. Where one would expect the dark, gloomy cliched castle, we are treated to a sumptuous feast for the eyes. The only gloom comes from Hamlet himself, as it should. Well worth your time, all four hours of it.",Positive,Positive,Positive,Positive,Positive,unknown,Positive,Positive,Positive
"I loved this movie, it was cute and funny! Lauren Holly was wonderful, she's funny and very believable in her role. Costas Mandylan was also very good, nice to look at too!! Brenda Vaccaro, as usual was a pleasure to watch, she did a great job with her character. It was a pleasure watching a movie that is funny, interesting and can be watched by the whole family. It's difficult to find nice wholesome movies anymore. Thank goodness for the Hallmark movies, they are wonderful! I wish I could buy it, if anyone knows where I could purchase this movie, please let me know!! I have purchase several Hallmark movies and am very happy with them. I hope I can buy this one!!",Positive,Positive,Positive,Positive,unknown,unknown,unknown,Positive,unknown
"Beyond Rangoon is one of the most emotional and intense films ever made. Superbly directed by John Boorman, and intensly acted by Patricia Arquette, this film can easily be called one of the best films of the 90's. The story and vivid characters just grab the audience from the very opening, and never lets go. After seeing the film, the viewer will never be able to forget ""Beyond Rangoon"". The film made little money at the box office, and is little known, but should be high profile. Watching it, you can tell that it was meant to be seen by a large audience. It is a very important and moving film, and should be seen by everyone.<br /><br />",Positive,Positive,Positive,Positive,unknown,unknown,Positive,unknown,unknown
"My buddies and I spent the majority of a Saturday afternoon watching a selection of ""bad"" movies. Among the flicks we watched, the strongest contender (for quality bad-movie fare) was easily Jack-O. It's ludicrous that movies such as ""Gigli"", ""Glitter"" and ""You Got Served"" are listed in IMDBs bottom 100. While they're certainly bad movies, they don't belong in the bottom 100. They're robbing ""Jack-O"", and ""Keeper of Time"", etc, of the Bad Movie Greatness they so richly deserve.<br /><br />So what makes Jack-O so great (in bad movie terms)? For starters, Steve Latshaw, the director, decided to cast his son, Ryan Latshaw, in the role of Sean Kelly. Unfortunately for Steve, Ryan Latshaw was dangerously close to being out-acted by a block of wood. The kid, seriously, has no ability to emote whatsoever. The end result: unintentional comic gold. The kid could be listening to a joke, or just moments away from getting his head smashed asunder, and his expression is one of stony ""emotionlessness"".<br /><br />The other aspect of the movie that we found awesome was the sheer number of ""double dreaming"" sequences. What is a double-dream? Well, it's when a character wakes up from a nightmare, and then something equally nightmarish happens, and then the character wakes up again. Basically: they wake up after dreaming about waking up from a nightmare. Clever device, no? I believe the character of Sean Kelly experienced no less than 3 double-dreaming sequences.<br /><br />Let's see... what else? Oh yeah! This movie has a veritable cast of thousands. It's truly stunning to see how many speaking roles are introduced throughout the course of the movie. Best of all: almost none of the characters have anything to do with the story. They're either killed by Jack-O, or they serve no purpose whatsoever.<br /><br />Jack-O himself was pretty sweet. Like most other B-movie monsters, Jack-O has the amazing ability to, seemingly, teleport over great distances. He's invariably hanging-out, somewhere in the background, whenever you're dealing with a major character. What's puzzling, however, is that when he's actually chasing someone he moves at a shambling/stumbling speed, and yet he's able to keep up with people who are sprinting.<br /><br />That's all for now. Closing remarks: if you're looking for a unintentionally hilarious bad movie, you can't go wrong by renting this beast.<br /><br />Bad Movie Score: 7/10 Good Movie Score: 3.5/10",Positive,Negative,Negative,unknown,unknown,unknown,Negative,unknown,unknown
"if filming is about vision and real life this movie is quite perfect: NUOVOMONDO talks about immigration in the USA from Italy the beginning of '900, but it speak also for now, when emigration/immigration is still a focus . <br /><br />It doesn't to be rich to be a visionary film.<br /><br />Acting at extra level, Charlotte Gainsbourg a star. A good challenge for the Academy Award 2007<br /><br />After first Crialese's attempt, ""Respiro"", an emotional but too intellectual movie, this one has learned Fellini's and Taviani's lesson, to name just two Italian masters.<br /><br />Plot is arguing, directing accurate, maybe just a little less melodrama would be more effective.<br /><br />If VOLVER ( challenging for Academy Award next year ) by Almodovar is a mature movie by an always brilliant director, NUOVOMONDO deserves it more, because of his good effort to be a European movie for the American scene.<br /><br />And this is it!",Positive,Positive,Positive,unknown,Positive,unknown,Positive,Positive,unknown
"I agree that this film was spectacular. The way in which Jamie Foxx captured, not only the impression of Ray Charles, but the essence of Ray Charles really made the film. His life made a great story and it is good that it is finally being told. I also found a great interview with Jamie Foxx about this role by Ernie Manouse from InnerVIEWS on KUHT, Houston Channel 8. The link is http: //video.google.com/ videoplay?docid=-3001837218936089620&q =innerviews+ jamie+foxx&hl=en . I encourage everyone to check it out, as it gives in depth looks into what went into his role and his personal feelings about Ray Charles. The only problem I might cite with the film is that the shotting style was rather bland at times, but in the end I think it helped make the story more realistic and keep the focus on the person, Ray Charles, rather than the film Ray.",Positive,Positive,Positive,Positive,unknown,Positive,unknown,unknown,unknown
"This film was okay, but like most TV series it would of been better if it just made for television. The best and most loved characters only had five minute roles, whilst the three mediocre characters were all the way through the film.<br /><br />Unlike most British movies that are based on television series, this film does kick off and it seems to be on to a winner, but the pace suddenly stops when the three mediocre characters are in the real world waiting to capture the three comedians.<br /><br />The film then doesn't go anywhere when Hillary in a room with the captured Steve, Lipp masquerading as Steve, and Geoff somehow writing himself in to the Medieval times. Which made me think 'hang on? How come he doesn't need a key to enter in to that world unlike the Royston Vasey characters? The medieval scene was okay but Monty Python did it a lot better and of course funnier, with cameos from Peter Kay and Simon Pegg, both didn't say anything funny, Kay had a line and Pegg just sat up on wall looking bored.<br /><br />What also grated me was that they seem to forget what happened in the previous episodes such as Hillary escaped to the Caribbean in the television in series 2, but in the film he's escaped from prison, and also Lipp is a paedophile vampire which wasn't mentioned at all in the movie, which was also quite disturbing when he's left alone looking after the children.<br /><br />There were lots of plot holes and unexplained situations such as how did Geoff and the Dark One escape from the Medieval times back in to Royston Vasey? Like Series 3 it started of good but as the film progressed, it slowly went downhill and had a very weak predictable ending.<br /><br />They would of been better off doing what Monty Python did and remade all their best and classic sketches from Series 1-3 and the Christmas special, and turned that in to a film which would of re-introduced the characters to a whole new audience, who can't be asked to watch the series or to tight to buy the DVDs.<br /><br />Best advice is save your money and wait till it's on television..... Where it belongs.",Negative,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown
"What a fun b-movie! Shepis is absolutely beautiful and the Scarecrow is a distinct and original. He really brought me back to the monsters of the 80's. The budget is obviously low and not everybody is Pacino behind the lens but it doesn't matter because it never once takes itself seriously. From the trailer trash redneck to the high flying martial arts moves of the Scarecrow, this is truly a b-movie gem. Grab some refreshments, snacks and a couple friends and kick back and relax. I enjoyed this film so much I went out a purchased all 3 Scarecrow films. Sure, they're not for everybody but to each his own. Sometimes you just have to set the thinking cap down and smile.",Positive,Positive,Positive,Positive,unknown,unknown,unknown,unknown,unknown
"Why review good movies when you can review ""Trancers II?""<br /><br />Ooh, this film is soooo lame. I can just picture the cast and crew driving around L.A. with a camcorder, hurling extras in silly monster make-up at poor, long-suffering Tim Thomerson. The stars' families actually turn up to play cameos, probably because Full Moon couldn't afford ""real"" extras. Lame effects, lame sets, and a script so convoluted it would take eons to untie all the knots - this must be classic Trancers!<br /><br />And yet...and yet...it rules. Note this is the same thing I say about ""Trancers IV."" I say it because it's true. What can beat watching an old guy in a trench coat mow down zombies, then bust out with quips like, ""Don't worry ladies, they're bio-degradable""? Well, lots of things could be better, but anyway this is still good stuff.<br /><br />My only significant reservation is Megan Ward, who really stinks up the joint. She's a lousy rival for Helen Hunt's character - they're both young pieces of eye candy, and it would've been more effective if they actually contrasted a bit more. Oh well, you can't have everything. At least the wonderful plot device of the ""long second watch"" is back in place, and we've got more of Hap Ashby, the least-convincing athlete in the history of cinema (oh, wait a minute - he's got a rival in the form of David Ogden Steirs in ""Creator"").<br /><br />I haven't seen this lately, but I do seem to remember that Martine Beswick runs away twice during the final battle. Hooray for lousy continuity! Just one of the many highlights in this fine film.",Negative,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Turned out to be a classy production with what must have been a low budget. The variety of characters is amazing, from axe-wielding dwarfs to 7ft ghouls! I enjoyed the relationship between the leads, not overly sentimental but romantic enough to keep the interest going. I also enjoyed the mix of humour (which can be very easy to get wrong, too much/not enough) which meant it didn't get too dark, nor too spoofy. It was a great step up from Eaves' other efforts, Hellbreeder and Sanitarium, in terms of storyline and production. They have a great website which is worth checking out. Can't wait for Bane, if the level of improvement continues, it should be fantastic.",Positive,Positive,Positive,Positive,Positive,unknown,unknown,unknown,unknown
"Set in Paris in the year 1910, a retired old rich opera singer decides to give her fortune away to her beautiful cat Duchess ( voiced by Eva Gabor) and her kittens, but the jealous butler Edgar comes up with a plan as he kidnaps the cats and leaves them in the countryside. Luckily for them with the help of a streetwise and independent tomcat named Thomas O'Malley ( voiced by Phil Harris) helps them get home especially meeting some of his good friends like the swinging' Scat Cat ( voiced by Scatman Crothers) and try to foil Edgar's plans.<br /><br />Very entertaining and edgy post-Walt Disney's death animated movie with a couple of nice jazzy tunes like the memorable ""Everybody wants to be a cat"", good voice acting and some terrific animation for it's time even in these times of computer animation. Not one of the greatest Disney animated movies but a cult Disney animated fave and one of the few gems of it's day that works well, highly recommended.",Positive,Positive,Positive,Positive,unknown,Positive,Positive,Positive,Positive
"""Speck"" was apparently intended to be a biopic related to serial killer Richard Speck. There is, however, not much killing to be found in this movie, and none of it is explicitly shown. The most disturbing scene in the entire movie is perhaps when Speck stomps one of the eight unfortunate nurses to death in her own bathtub, yet even this is merely implied, and not shown, save for a few unconvincing downward thrusts of Mr. Speck's leg. The most entertaining part of this movie is most likely the voice-over, which should be a testament to the mind-numbingly boring nature of this movie. Every aspect of this movie is horrible. Unless you have a fondness for boredom, don't bother. This movie only clocks in at 72 minutes, but it feels like an eternity.",Negative,unknown,Negative,Negative,unknown,unknown,Negative,unknown,unknown
"The only thing that surprises me more than the number of people who liked this movie is that it was directed by Clint Eastwood, whose work I admire immensely. The leads had absolutely no chemistry. Not for a second could I believe that there was anything deeper than lust between them. The story just didn't ring true. Add to that stilted conversation, tons of stereotypes, and an incredibly slow plot that basically leads nowhere, and you've got yourself a real stinker. Kay Lenz's nude scenes might be worthwhile for those seeking some salacious fare, but otherwise this is a colossal waste of time. My thoughts as I watched the movie was that itwould have been better titled ""Cheesy.""",Negative,Negative,Negative,Negative,unknown,unknown,unknown,unknown,unknown
"Although I found the acting excellent, and the cinematography beautiful, I was extremely disappointed with the adaptation.<br /><br />One of the significant portions of the novella is the fact that Ethan and Mattie decide to kill themselves, rather than go on. This is never presented in the movie, they show it as if it were a sledding accident.<br /><br />The character changes in Mattie and Zenna are almost non-existent. While in the novella they almost change places, at the end of this adaptation it appears as if they are both invalids.<br /><br />Lastly that Mattie and Ethan consummate their relationship fully nearly destroys the power and poignancy of the finale.<br /><br />The change of the narrator being a preacher was one effective change.<br /><br />Neeson and Arquette are superb in their portrayals. Joan Allen was also wonderful, however her character was much watered down from Whartons novella.<br /><br />I do not expect films to faithfully portray novels, but this one went to far and in the process nearly destroyed the story.<br /><br />Overall, I would not recommend watching this film unless you have read the book as you will come away confused and disappointed.",Negative,Positive,Negative,Negative,Positive,unknown,unknown,unknown,unknown
