review,sentiment,acting,storyline,emotional arousal,cinematography,soundtrack,directing,background setting,editing
"Haven't seen any of the Japanese Grudge-films, but I really enjoy this one. I rarely get SCARED when watching films. I can jump, if the effect and sound is startling enough, but getting scared from a movie is a rare thing for me. But I did get scared from Grudge. Maybe because I didn't expect anything at all when I watched it. I didn't expect getting scared. I didn't know anything about it either. That was probably a good thing.<br /><br />This is a film that you, apparently, either love or hate. Most people seem to compare it to the Japanese Grudge-films, but even though I haven't seen them, I believe it isn't right to compare any film, actually. This film stands on it its own.<br /><br />The story is weak, most people say. I don't agree. The story is minimalistic, and done so on purpose. The story-telling techniques used - the broken time frame for instance - is perfectly done. The director knows exactly what he's doing, and I believe he got his vision through as he wanted it.<br /><br />I gave this film 8 of 10. It is a film you will enjoy watching, or hate. It's as simple as that.",Positive,unknown,Positive,Positive,unknown,unknown,Positive,unknown,Positive
"I was completely bored with this film, melodramatic for no apparent reason. Every thing just becomes so serious and people are swearing with really dumb expressions. Then there is a serial Killer who apparently can Kill one person to get the title of serial Killer. Well the serial Killer likes butterflies and is illustrated by sound effects you might hear in the dream sequence of most modern films;<br /><br />why oh why? I nave no idea. It really really wants to be scary, but I think in this universe scary equals talk a whole bunch and add dark ambient noises.Just for the record, this is in no way is a horror film, its most definitely a thriller (barely). Really movie makers nowadays need to do their homework before making ""horror"" films or at least calling a movie a ""horror"" film. it makes me say (in too may words ironically) ""acolytes, you take forever to say nothing.""",Negative,unknown,Negative,Negative,unknown,unknown,unknown,unknown,unknown
"I a huge fan of when it comes to Doctor Who series and still am, But I was very disappointed when i began to watch this new series.<br /><br />Children under the age of 15, or even better under the age of 10 will probably will enjoy it the best, and possibly new fans who haven't seen any of the original series, But as far as fans of the original series, will find this series missing much of the charm the made the original series so great, It took David Tennant to get me to Appreciate how Much better Christoper Eccellestion was as a Doctor in the 1st season.<br /><br />I would only recommend this series for people who haven't seen much of the original series, people who are under 15, and EXTREMELY DIE HARD who fans, everyone else will just get a laugh and mumble curse words about Russel T. Davies screwed up one of our favorite TV shows.",Negative,unknown,unknown,Negative,unknown,unknown,unknown,unknown,unknown
"Russians never dropped children's toys filled with explosives over Afghanistan, that never happened!!! Who did invention of that?? Hollywood portrays Russian army as horrible, dreadful troops of evil! That is disgusting!! United States President Jimmy Carter had accepted the view that ""Soviet aggression"" could not be viewed as an isolated event of limited geographical importance but had to be contested as a potential threat to the Persian Gulf region. The uncertain scope of the final objective of Moscow in its sudden southward plunge made the American stake in an independent Pakistan all the more important. A great deal of damage was done to the civilian children population by land mines.",Negative,unknown,unknown,Negative,unknown,unknown,unknown,Negative,unknown
"I was subjected to this atrocity by my wife, tried to turn it off after 10 minutes, but was forced through the whole thing. This must be, hands down, the most gruesome pretense of a movie ever...<br /><br />There were great script moments, such as:<br /><br />Sammy - ""If she gets over here right away, she gets a bonus"" Madam - ""A boner?"" Sammy - ""No, a bonus""<br /><br />To summarize: Horrible script, terrible acting and incredibly illogical.",Negative,Negative,Negative,Negative,unknown,unknown,unknown,unknown,unknown
"Once upon a time there was a director by the name of James. He brought us wonderfully, thrilling science-fiction such as Terminator and Aliens. These movies were the stuff blockbusters were made of and he looked to have a fantastic future ahead of him as the dawn of computer generated special effects landed upon the film industry. Terminator 2 showed gave us glimpses of what was possible in this new era.<br /><br />.......and then it happened...................1997........countless awards..........obscene amounts of money............outlandish barrage of advertising............maximum profit margin........Titanic was here!<br /><br />I have never (ever) been one to jump on the bandwagon and be overly critical for the sake of it, in fact I have often taken the opposite stance from the majority just to get an argument going. Titanic however was a film I only took one single positive out of - that of Kate Winslett being absolutely gorgeous throughout!<br /><br />Quickly - the dialogue was like something out of Beverly Hills 90210, the acting was more wooden than my nephew's tree house, images meant to terrify were actually comical (man falling from ship and hitting propeller), historically false (don't even get me started because there's too much), it had dire theme music (up there with the bodyguard for cheese) and the pointless love story was so tedious, self absorbing and pathetic that it disrespected the plight of everyone else involved (I was glad when he died and disappointed when she did not).<br /><br />It was plainly obvious from the word go that this picture was designed to appeal to MTV watching, bubblegum chewing, boy-with-car chasing, teenage girls (DeCaprio himself resembled something less heroic than the weedy member of a boy band) who would drag their sex-starved boyfriends out for a three and a half hour chick-flick hoping to get lucky later! The worst aspect was that it did not stop at that point. Millions of dumbed down, culture vultures went to see this expensive waste of celluloid because ""it cost so much to produce it must be great"" and ""Steve and Barbara said it was good and they know their movies"". <br /><br />The crowning glory arrived when Titanic swept the boards at the Academy Awards. King James of Hollywood had a serious moment of silence for the victims of the fatal evening on which his three and a half hour farce was based. It looked to me as if he was praying for forgiveness after making a fortune off inaccurately portraying the circumstances that lead to the death of a lot of people. <br /><br />However, if people are stupid and sentimental enough to buy into this kind of rubbish they deserve to get ripped off. Good luck to Hollywood if that is how they want to make money, I'd do it if I had those kind of chances in life!<br /><br />It is right up there on my all time worst movies list with other silly, historically false/human interest tripe like ""The Patriot"" and ""Pearl Harbor"".",Negative,Negative,Negative,unknown,unknown,unknown,unknown,unknown,unknown
"I don't understand why the other comments focus on McConaughey. He has never been a very interesting film actor. <br /><br />The best part of this movie is the writing and the wit. Alfred Molina and Patrick McGaw make an unusual comic duo, definitely not stock types. Although one can't say their characters are well developed that doesn't make them any less funny.<br /><br />The version I saw was on HDNET and had subtitles for the Spanish dialog, so that was certainly not a problem. The use of Spanish gives it more authenticity. <br /><br />A very underrated movie, judging by the unusually low score IMDb members have given it. I thought it was fun and interesting and worth a 7 at least. A lot of slick movies with higher scores and making big money at the box office are much less interesting.",Positive,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Although it may not be Cassavetes' best work, Minnie and Moskowitz is almost perfect in all its endeavours. The plot is whimsical and charming, and surprisingly dramatic with an impressive range of emotion -- much more drama than comedy, contrary to IMDb's profile. Yes, the story is whimsical, but not arbitrary; it succeeds as believable, albeit a tad forced -- which I will come back to. All of the artistic aspects are of true Cassavetes form: the cinematography and camera-work are delights, and the soundtrack -- albeit barely there -- is complimentary. Plus I believe I noticed some nods to Godard and such in the editing -- as I have in a few of Cassavetes' other films -- (namely the abrupt cutting of a song in one scene), which are interesting.<br /><br />I feel the plot is built up nicely, with the first half being particularly enjoyable. Seymour's conversation with Morgan Morgan (Timothy Carey) in the diner, for example, is wonderfully funny and fascinating, and sets the tone for the philosophical commentary made throughout the film. This philosophising -- a tradition in Cassavetes' films -- is what made the film for me. Seymour's amusing and profound monologues instantly eliminate the first impressions one may have of him as a hippie simp -- though his character is curiously similar to that of his in Faces (1968). This tipped me, however, (on second viewing) into the opinion that it stands up against Cassavetes' best work. I gained an affection for this film that I lacked on first viewing.<br /><br />There are, sadly, several aspects that make this film imperfect. I find the plot to be unbalanced. As I said before, it builds up nicely, but it wanes a bit here and there, particularly towards the end. Because of the spontaneous style in which Cassavetes worked, and particularly the freedom with which he allowed his actors to improvise, the quality of his product can easily go either way. In this case it's inconsistent. I assess that most of this film was improvised, and most of it beautifully. But one or two scenes, unfortunately, just don't work. In particular, the scene after Seymour fights with Minnie's work associate outside her house. During what is intended to be the most intense scene of the film, Cassavetes allowed his actors to run free with the dialogue -- presuming some was planned beforehand. This, I believe, was a mistake. One gets the impression Cassel doesn't quite know what to do, as he repeatedly fumbles in his speech, often not making sense, and overacts; all of this damaging the scene and the character development. I understand Seymour is intended to be a bit of a brash fool, but Cassel's attempts here are misapplied. Why does he cut his moustache off? These flaws are resulting from: a lack of direction on Cassavetes part; a lack of understanding and forethought on Cassel's part; a lack of rehearsal and preparation; etc. Evidently, Cassavetes didn't learn from his mistakes, as he allowed this same thing to happen in his next film, A Woman Under the Influence (1974) -- the committing scene, and ending.<br /><br />The flaws I mention are not minor, but they do not ruin the film. They simply make some scenes cringe-worthy and unrealistic, spoiling the flow of the film and compromising its potential. However, I am very, very fond of Cassavetes and all of his actors, particularly Cassel, in spite of the faults I mentioned. This is a very enjoyable film, although it proves the precariousness of Cassavetes' style.",Positive,Positive,Positive,Positive,Positive,unknown,Positive,unknown,Positive
"We screened this movie in a club as an example of how classic literature can become twisted into some of the most awful movies of all time. Just the fact that the back of the box proudly proclaimed the plot to be set in the ""techno-futile"" future should have been enough of a hint. I think that word describes the movie itself, because no matter how much technology they tried to use to save this movie, the effort was completely futile. Not to mention that our club advisor told us that it allegedly couldn't get a distributor for two years.<br /><br />This cinematic failure is littered with cheesy, cliche dialogue that's worse than angsty teen poetry. Beowulf's character changes halfway through in a way that is in no way credible, and whenever he's in an action scene, he's constantly flipping like a hyper gymnast. There is even, as they say, a ""token black guy"" whose attempts at humor are completely out of place. And, of course, the daughter of the leader of the outpost Grendel is terrorizing is a total vixen. A vixen whose breasts are exposed throughout the entire movie. A vixen who wants to fight the creature, yet she never puts on armor. And her weapon of choice is a little carving knife. And despite their dire situation, she still dresses up for dinner, in a dress with a see-through skirt that exposes her short-shorts underwear. There are a couple scenes that could pass as soft core pornography, and in the second scene they even reuse footage from the first. I thought the portrayal of Grendel was bad enough, but then came the end of the film, which featured a display of CGI that might be decent for the 80s, but is totally ridiculous for a late 90s venture. I could go on, but you all should watch this film for the fully laughable effect yourselves.<br /><br />The other club members and I did manage to have fun watching this by taking a cue from MST 3K and mocking it the whole way through. I'm still reeling from an extra's weapon: a perpetually spinning pizza cutter on a pole.",Negative,Negative,Negative,Negative,unknown,unknown,Negative,Negative,unknown
"My God, the things that passed for entertainment in this country...<br /><br />This is *not* the ""Tom and Jerry"" you may have enjoyed on Saturday Mornings, featuring a hapless cat and a clever mouse. This is a much earlier animation series, featuring a pair of Mutt-and-Jeff clones who get themselves into various scrapes that result in any of the then-typical dancing-skeleton-type gags that made up so much of early animation.<br /><br />This particularly vile outing, apparently originally intended as a vehicle for a pair of actual black stage comedians of the time, has the pair crashing in the ocean while flying to Africa, necessitating black-face make-up, exaggerated ""negro"" dialect and ""Feets, don't fail me now"" situations.<br /><br />It only shows that in the 70 years between emancipation and this film, the American view of Africans hadn't progressed much. Then again, at least one of them apparently had a pilot's license.",Negative,unknown,Negative,Negative,unknown,unknown,unknown,Negative,unknown
"There is a reason Chairman of the Board got a 2, (which is too high) this movie flat out is one of the worse movies of all time and I seen my share of rotten films. Chairman of the Board stars two of the most annoying actors/people today, Carrot Top and Courtney Thorne Smith. Carrot Top just isn't funny anymore and wasn't in this piece of trash. Courtney Thorne Smith isn't any better, just watch ""According To Jim"" and you will see a prime example of what I am talking about. Chairman of the Board got a 1 from me, because that is low as you can go it is that bad. I am a little shocked that this piece of junk isn't on the IMdb bottom 100 somewhere, I would put this in the top 5 on that list, but its slowly working its way there.",Negative,Negative,Negative,Negative,unknown,unknown,unknown,unknown,unknown
"Well, sorry for the mistake on the one line summary.......Run people, run!! This movie is an horror!! Imagine! Gary Busey in another low budget movie, with an incredibly bad scenario...isn't that a nightmare? No (well yes), it is Plato's run...........I give it * out of *****.",Negative,Negative,Negative,Negative,unknown,unknown,unknown,unknown,unknown
"Beautifully photographed and ably acted, generally, but the writing is very slipshod. There are scenes of such unbelievability that there is no joy in the watching. The fact that the young lover has a twin brother, for instance, is so contrived that I groaned out loud. And the ""emotion-light bulb connection"" seems gimmicky, too.<br /><br />I don't know, though. If you have a few glasses of wine and feel like relaxing with something pretty to look at with a few flaccid comedic scenes, this is a pretty good movie. No major effort on the part of the viewer required. But Italian film, especially Italian comedy, is usually much, much better than this.",Negative,Positive,Negative,unknown,Positive,unknown,unknown,unknown,unknown
"In 1913, in Carlton Mine, Addytown, Pennsylvania, the cruel owner of a mine uses poor children in the exploration and after an explosion, a group of children is buried alive. On the present days, Karen Tunny (Lori Heuring) has just lost her husband after a long period of terminal disease when the family savings have been spent in the treatment. Without any money, she moves with her daughters Sarah (Scout Taylor-Compton) and Emma (Chloe Moretz) to an old house in the mountains that belonged to her husband. Karen is advised by her neighbors to stay at home in the night, and Sarah hears that there are zombies in the area. When Emma becomes friend of Mary, he mother believes she is an imaginary friend. However, when Sarah's friends are attacked and eaten alive by zombie children and Emma vanishes, Karen and Sarah chase her nearby the mine.<br /><br />""Wicked Little Things"" is not a totally bad movie: the acting is good; the make-up is creepy; and the cinematography and the music score are excellent. However, the story, and consequently the screenplay, are very weak, indeed a bad collection of clichés. The beginning is reasonable, with a widow moving to a house in a remote location because the family spent all their resources with the illness of the patriarch. But when she arrives, coincidently the little zombies attack people without any consequences, for example, families do not search the missing persons. Then the wicked Mr. Carlton comes to the place with the most disgusting attitudes, a typical clichés that he will die in the end. There is no explanation why the children attacked innocent people and why they should stop after killing Mr. Carlton. When Sarah is running away with her mother and says that she is tired and cannot run anymore, it is one the most stupid lines that I have ever seen in a horror movie. My vote is four.<br /><br />Title (Brazil): ""Zombies""",Negative,Positive,Negative,unknown,Positive,unknown,unknown,Negative,unknown
"<br /><br />One of the best films I've ever seen. Robert Duvall's performance was excellent and outstanding. He did a wonderful job of making a character really come to life. His character was so convincing, it made me almost think I were in the theater watching it live, I give it 5 stars.",Positive,Positive,Positive,Positive,unknown,unknown,unknown,unknown,unknown
"This was really the worst movie I've ever seen. Anyone who has seen it will know what I'm talking about. I saw it on Starz, so thank goodness I didn't waste my money. Please everyone, don't waste your time. I'm really suprised this wasn't straight to video.",Negative,Negative,Negative,Negative,unknown,unknown,Negative,unknown,Negative
"Paris, JE T'AIME is a wondrous cinematic homage to the city of light and the city of love, a film so complex that it almost defies summarization and reviewing. Ask a large group of people their impressions of life in Paris and the result would be something akin to this film. Tied together by each of the sectors or Arrondissement of the city, the film examines love in all forms, native folk in their Parisian modes, and tourists interacting with the great city. Approximately twenty writers and directors, each with about five minutes of screen time, include Olivier Assayas, the Coen Brothers, Sylvain Chomet, Isabel Coixet, Wes Craven, ALfonso Cuarón, Gérard Depardieu, Christopher Doyle, Vincenzo Natali, Alexander Payne, Walter Salles, Nobuhiro Suwa, and Gus Van Sant among others less well known. The stories vary from hilarious, to humorous, to touching, to tragic, to banal, to tender.<br /><br />In one story a young Frenchman (Gaspard Ulliel) is attracted to a young lithographer (Elias McConnell), pouring out his heart in French to a lad who speaks only English. In another a separated husband and wife (Gena Rowlands and Ben Gazzara) meet in the Latin Quarter to finalize divorce proceedings while another couple in Père-Lachaise (Emily Mortimer and Rufus Sewell) approach marriage without connection until the spirit of departed Oscar Wilde intervenes. Steve Buscemi in Tuileries confronts superstition in a subway with his bag of tourist collections, in Bastille Sergio Castellitto (in love with mistress Leonor Watling) is ready to divorce his wife Miranda Richardson until she confides she has terminal leukemia, Juliette Binouche confronts agony about her son's fantasies and loss in Place des Victoires with the help of a mythical cowboy Willem Defoe, Sara Martins and Nick Nolte and Ludivine Sagnier display a keen tale of mistaken ideas in Parc Monceau, Fanny Ardant and Bob Hoskins 'play out' a strange relationship in Pigalle, Melchior Beslon plays a young blind man to actress Natalie Portman in learning how to see in Faubourg Saint-Denis, vampire love between Elijah Wood and Olga Kurylenko in Quartier de la Madeleine, Maggie Gyllenhaal is an ex-patriot actress stung out on drugs in Quartier des Enfants Rouges, and Margo Martindale is a visiting tourist letter carrier trying desperately to speak the French she has studied for her life's trip in a tenderly hilarious 14ème Arrondissement.<br /><br />The final few minutes of the film tries to tie together as many of the stories as feasible, but this only works on superficial levels. The film is long and there are no bridges between the many stories, a factor that can tire the audience due to lack of time to assimilate all of the action. But it is in the end a richly detailed homage to a great city and supplies the viewer with many vignettes to re-visit like a scrapbook of a time in Paris. It is a film worth seeing multiple times! Grady Harp",Positive,Positive,Positive,Positive,unknown,unknown,Positive,Positive,unknown
"Doctor Mordrid is one of those rare films that is completely under the radar, but is totally worthwhile. It really reminds me of the old serials from the 30s and 40s. Which is why I'd have loved to see follow-up movies... but judging by the rest of Full Moon's output there simply weren't enough tits to satisfy the typical audience. Unfortunately, thanks to a completely superfluous sacrifice scene there two too many for a family audience - which is unfortunate, because without em' this could have been a Harry Potter-style magicfest that kids would have eaten up. Both Jeffrey Combs and Yvette Nipar are great - I wasn't sure if Ms. Nipar hadn't wandered off an A-list picture onto this film, she was very believable. No, seriously! Anyway - it's a shame they didn't have the bucks to license Dr. Strange, because I think this could have been a total kiddie phenom.",Positive,Positive,Positive,unknown,unknown,unknown,unknown,unknown,unknown
"Long on action and stunt work, but so short on character delineation and development that it failed to hold our interest. Not always easy to figure out which side a character is on and who's doing what to whom.",Negative,unknown,Negative,Negative,unknown,unknown,Negative,unknown,unknown
"This is an important historical film since it was the the first all-talking feature film. <br /><br />The film was made for a mere 23,000 dollars.<br /><br />It grossed over a million dollars upon its release. <br /><br />This film all so helped define the gangster melodramas that were to become the bread and butter of the Warner's studio in the 1930's. <br /><br />The popularity of this film ended the silent era more so than its more famous part-talkie predecessor, the Jazz Singer. The film deserves its place in history and not as a mere footnote. <br /><br />The only actor who might be remember today that is in it was Eugene Palette.",Positive,unknown,unknown,unknown,unknown,Positive,unknown,unknown,unknown
"This collection really sucks!<br /><br />I rented it, thinking I´d really would enjoy some good fighting. Man this sucked! Quick flashy cuts, an extremely annoying speaker, and the fights them selves were heavily edited and shortened (I´m thinking especially of Jet Li´s fight in Fists of legend and Jackie Chan´s fight from drunken master 2).<br /><br />And what´s the deal with those brawling streetfighters?! What´s so ""cool"" about that? I´ve seen more interesting fights on Martial Law!<br /><br />This a stupid collection of cuts for stupid people.<br /><br />Do not ever buy this film! Do not encourage the people who made this crap to make more of this crap!<br /><br />Instead, go buy the movies the fights were from and wath the fights in their uncut glory!",Negative,unknown,unknown,Negative,unknown,unknown,Negative,unknown,Negative
"My God, this was a fantastic film. Every time we watch it takes us to another place of ""WOW"". Rhett & Scarlett were played brilliantly by Joanne & Timothy. They did a fantastic job revising the roles of our two favourite heros. Everyone! It is a must see..... Dont deprive yourself of this movie. If u loved Gone With The Wind you will love this mini series. Go Rhett!!! Go Scarllett!!!",Positive,Positive,Positive,Positive,Positive,unknown,Positive,unknown,unknown
"Well, maybe I'm just having a bad run with Hindi movies lately. I asked the video store guy for Apharan (Prakash Jha) but being a new release, wasn't available yet. So I had to settle for this one. It turned out to be the stupidest Hindi movie I've seen (and I've seen quite a few). No wonder BOllywood is the laughing stock of the whole world! If IMDb had negative ratings, I would give Garam Masala a -10.<br /><br />I remember seeing a TV show about the jazzy premiere they had for its release in Mumbai. All the usual celebs and their sideys showed up. For some strange reason, people expect good stuff from Piyadarashan. I did not like Hulchul, Hungama, or his other films. Hulchul, probably dubbed from Tamil or Telugu, came across as very loud, in-your-face fare that again didn't make much sense except in a Bollywood flick. This latest piece of utter CXXP proved that this guy has NO BRAINS. Who made him a director, even a Bollywood director at that??? <br /><br />Anyhow, to the film now. What starts off as a romantic escapade turns into a non-sensical woman-hunt. Two fashion photographers working for a magazine share an apartment (isn't it similar to No Entry where the 2 dudes work for a gossip magazine and share an office? Jezuz Christ, now they're copying their own stories!) Well anyways, there's some cook or chef that tries to help one of the dodos in his quest for multi-lateral love (aka multi-tasking + multi-timing). What happened in the end, I've no idea. I switched off mid-way. What ridiculous junk. I can't believe they even released it. And how sadistic to wallow in their own filth! For which audience did they make it - the poor illiterate Indian masses (700 Mil at last count) or the well-heeled NRI desis staying in Phoren? Either ways it doesn't matter. Neither group has any clue what makes a good movie and probably deserves such god-awful stuff.<br /><br />Its a short review because there's nothing to write about but the usual bag of F-grade garbage. Bollywood should change its name to Follywood. And yes, this review is much better than the movie itself.",Negative,unknown,Negative,Negative,unknown,unknown,Negative,unknown,unknown
"No more corned beef and cabbage for her!<br /><br />This little romantic comedy clips along from scene to scene with a few exotic twists (some imaginary scenes and a costume party). All of this is centered around the wife of the husband(s) who is looking to break out of the doldrums, played by Gloria Swanson (she is twenty here!). Both the leading men have a natural air that is convincing and of course Swanson is perfect in all kinds of moods, from frivolous to worried to hopeful. <br /><br />Behind all the games and apparent lightheartedness is that old serious problem of staying in love and not straying in love. There's a little corniness, but director DeMille is on top of keeping it snappy and believable in all. As with many films from this period, the subtitles do not just tell what they are saying (or thinking) but often give a kind of philosophical insight, as if to justify the tragedy (or raciness). And there is that higher purpose here, probably better without the instructional text, but it's part of the narrative style, and it's kind of quaint. <br /><br />If you are looking for visual or formal amazement, you won't find it here. But as a story, well acted, and filmed with precision and economy, it's really a great example. The events might not come as a total surprise, but it's such a modern love story, set almost a hundred years ago, it's a gas. And did I saw Swanson was perfect?",Positive,Positive,Positive,Positive,unknown,unknown,Positive,unknown,unknown
"It's hard to believe that a movie this bad wasn't produced once, but four times! Most movies require a certain `suspension of reality' to enjoy, but this one takes it just too far. The basic scenario is an Air Force pilot who is shot down over a `Middle Eastern' country. The US government drags its feet in recovering him, leading the Pilot's son (Doug Masters) to attempt a rescue mission.<br /><br />The problem I have with the movie is that it depicts the US Air Force as one colossal joke. In the movie you'll find that Doug and his friends on the air base manage to secure two F-16's, all the munitions, the fuel, the Intel for the mission, and so on. Security on this base seems to be a joke. Nobody seems to have a problem that a sixteen-year-old kid is fully qualified to pilot an F-16!<br /><br />If that wasn't enough, you would think the producers would at least attempt to get the munitions right, since people like to see things `blow up'. Not so! Several times in the movie, Doug fires off AIM-9 Missiles on ground targets. AIM stands for `Air Intercept Missile', meaning a weapon used to strike targets in the AIR. He also fires off 15-20 missiles, where the maximum an F-16 can hold is 6 AIM-9's. The movie also lacks continuity. You'll see the aircraft configured with one set of munitions, and in the next scene, it has a totally different munitions package. Also, 20MM doesn't just completely destroy anything it touches! An F-16 will hold 500 rounds of 20MM, and it's mostly used for self-defense.<br /><br />I could go on forever with plot holes, flaws, and outright wrong information from the movie, but I won't bore you. If you're in the mood to see a good Air Force movie, your choices are rather slim. Most military movies deal either with the Army, Navy or Marines. Until Hollywood can come up with an Air Force movie on the lines of `Saving Private Ryan' or `A Few Good Men', we'll be forced to watch movies like the `Iron Eagle' series.<br /><br />",Negative,unknown,Negative,Negative,unknown,unknown,unknown,Negative,unknown
"It must be said that the director of The Cell, Tarsem Singh, has quite handily established himself with his first feature, which happens to rank as one of the most visually astounding films in contemporary cinema.<br /><br />The Cell is more of a visceral experience than a film. As a thriller, it rises above most of its peers, with competent editing and a chilling score effectively providing an exceptionally suspenseful atmosphere. However, it is ultimately Tarsem's skill for elaborate and disturbing set design and imagery that carries the film's jolting sense of terror.<br /><br />As with several recent films, I have been shocked by the alarming hypocrisy among those who have commented negatively about The Cell; in defence of the film, I will address a few of these issues. The plot appears to be the main concern, and while it is not revolutionary and borrows heavily from The Silence of the Lambs, it was never intended to be the most important aspect of the film; the plot itself is a vehicle through which Tarsem's vision--simultaneously horrifying and wondrous--is presented to the audience, much in the same way that the plot of The Silence of the Lambs is secondary to the fascinating study of its two lead characters, Lecter and Starling. While The Silence of the Lambs is clearly the superior film, it is irrational for one to condemn the plot of The Cell, and in the same breath, praise that of The Silence of the Lambs.<br /><br />My final concern is the mention of ""MTV style"" directing. It pains me to see the condemnation of directors who use innovative camera and cinematography techniques. A camera has the potential to be much more than simply a tool with which to record events; angles, pans, colour adjustment, and so forth, are all used to their full extent in The Cell with the purpose of creating the sense of a dream-like state that could not have been otherwise achieved. This is essential to the film, as the entire premise behind it is the visualization of a serial killer's subconscious. If you simply want a series of static shots, stick to stage plays and give up cinema altogether.<br /><br />That being said, The Cell is thoroughly entertaining, terrifying, and breathtaking in both its pacing and design. Anyone who is able to look past the--perhaps uninspired, yet never dull--screenplay will find one of the best films of the year 2000.",Positive,unknown,unknown,Positive,Positive,Positive,Positive,Positive,Positive
"Kudos to the writers of this film for creating a supremely engaging drama. The curious character development is indicative of a nuanced and well schooled writing team. The audience member cannot but help but to feel that (s)he must make wrenching emotional decisions pitting the cerebral against the libidinal. The viewer has an opportunity to develop the character herself, though her predictions are rarely validated.<br /><br />Credit is also due to the filmmakers for breathing life into the setting. The wood-shop is transformed into a unique persona as the film unfolds, with its own traits, faults, a variety of highly charged relationships, and of course a fate inexorably tied to that of the other principals.<br /><br />Make sure to catch this one at your local art-house.",Positive,unknown,Positive,Positive,unknown,unknown,unknown,Positive,unknown
"I recently got the chance to view ""The Waterdance"", and quite liked it. I don't really understand why its called that as there isn't really any dancing going on there, except maybe for the dancing at the strip club near the end. We are introduced to the main characters throughout the movie, invalids in a hospital. The story shows a love affair between a physically sisabled guy and a healthy woman, which is a very sweet story.Unfortunately, you don't get to see movies like that today. Im not ""stuck in a time warp"", im not saying that everything during the 80s and early 90s was better than today, but I really think the movie industry is deteriorating and there's much we can learn from old movies-by old movies i mean anything from 1920-1998.",Positive,Positive,Positive,Positive,unknown,unknown,Positive,unknown,unknown
"There are no spoilers in this review because everything was already shown in the movie's trailer. I am trying to be balanced in my review because I strongly support local movies, but I can't help but support the backlash against this movie. It is slow, boring and bordering on pointless. Even the ""almost nice and believable moments"" were immediately undercut by painful clichés and bad acting. Vernetta Lopez and Wong Li Lin, whom I usually love, were only passable in this movie. It felt like the director was trying to make a melodramatic TV Soap, then got carried away and decided to put it on the big screen. The Leap Years should come with an RA rating (Rated Awful) but it hasn't changed my faith in local movies. More good films will come, so long as more films like these don't get made.",Negative,Negative,Negative,Negative,unknown,unknown,Negative,unknown,unknown
"Oh my, I think this may be the single cheesiest movie I've ever seen. I'm serious, this is one of the ultimate b-movies. The first proof is that it isn't a $5 DVD. Oh no, that's too mainstream for this. I got this on VHS, from a bin full of ex-rental videos at my local video store.<br /><br />If I may quote the blurb: ""In 17th Century Japan, there lived a samurai who would set the standard for the ages. His name was Mayeda. He is sent on an epic journey across the world to acquire 5,000 muscats from the King of Spain. Whilst at sea a violent storm swallows their precious gold intended to buy the weapons and almost takes their lives. Mayeda must battle all odds to survive and the secure the fate of his beloved Japan."" It then goes on to say ""A multi million dollar action adventure epic set across three continents""<br /><br />I must have seen a different movie. This was no epic, and it certainly wasn't a multi million dollar anything. No, 'Shogun Mayeda' is really just the crazy adventures of the Engrish-speaking Mayeda (Sho Kosugi). He isn't even a Shogun really, but thats not important. What is important, is that he does a really cool impression of John Cleese's repeated charging of the one castle in 'Monty Python and the Holy Grail', and his ability to go from serious scenes to showing off his samurai mind powers. Awesome.<br /><br />The greatest thing about this movie is Sho Kosugi's Engrish accent. The movie may lack nearly everything that makes a good movie, but makes up for it with some of the cheesiest lines ever, delivered by the coolest Engrish accent ever. And honestly, do you really want anything else? You could fast forward 'Shogun Mayeda' to the end, and replay Kosugi's final line over and over. The tape will probably wear out before you get tired of that one line. Awesome.<br /><br />2/10 - So very very cheesy.",Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Hollywood had a long love affair with bogus Arabian Nights tales but few of these products have stood the test of time. The most memorable were the Jon Hall, Maria Montez films which have long since become camp. This one is filled with dubbed songs, anachronistic slang, and slapstick. It's a truly bounteous crop of Mesopotamian corn, and pretty near intolerable today. It was nominated for its imaginative special effects which are almost unnoticeable in this day and age, consisting mainly of trick photography. The only outstanding, positive feature which survives is its beautiful color and clarity. Sad to say, of the many films made in this genre, few of them come up to Alexander Korda's original ""Thief of Baghdad"". Almost any other Arabian Nights film is superior to this one, though. It's a loser.",Negative,unknown,Negative,Negative,unknown,Negative,unknown,Negative,unknown
